Deck	Front	Back	Tags
Pharma	A 30-year-old woman comes to the clinic for evaluation of chronic sleep disturbance.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pramipexole</b><br><br>Restless legs syndrome is commonly treated with dopamine agonists such as pramipexole, especially in patients with persistent symptoms despite gabapentin. Identifying and correcting iron deficiency is also critical in the management of RLS.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 68-year-old man with a history of type 2 diabetes mellitus, chronic heart failure with reduced ejection fraction, and hypertension comes to the emergency department because of progressive fatigue and shortness of breath over the past 3 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Medication adverse effect</b><br><br>Metformin causes lactic acidosis. Discontinue if the patient has a low bicarbonate and/or a creatinine >1.5 mg/dL.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 78-year-old woman is brought to the clinic by her daughter due to worsening memory loss and functional decline.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Donepezil</b><br><br>The most appropriate management for Alzheimer is the initiation of donepezil, a cholinesterase inhibitor that provides symptomatic improvement in memory and daily functioning, while agents such as memantine and rivastigmine may be considered later or in other contexts.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 32-year-old man comes to the emergency department because of sudden shortness of breath and bluish discoloration of his lips and fingertips.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Dapsone</b><br><br>Methemoglobinemia causes cyanosis with low SpO₂ uncorrected by oxygen and normal PaO₂. The most common drug cause in dermatology is dapsone; treatment is methylene blue.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 41-year-old man is brought to the emergency department by coworkers because of progressive shortness of breath and bluish discoloration of the lips and fingertips that developed suddenly during a night shift.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Methylene blue</b><br><br>Methemoglobinemia causes cyanosis with low SpO₂ unresponsive to oxygen and normal PaO₂ after nitrate exposure; the definitive treatment is methylene blue.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 72-year-old man with Parkinson disease is brought to the emergency department by his wife due to sudden-onset confusion, fever, and muscle rigidity.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Selegiline</b><br><br>Selegiline increases the risk of serotonin syndrome. MAO inhibitors in general increase this risk, especially when combined with other serotonergic agents or St John wort.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 54-year-old man comes to the clinic for management of hyperlipidemia.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Upregulating low-density lipoprotein receptors on hepatocytes</b><br><br>Cholestyramine is a bile acid sequestrant used in the treatment of dyslipidemia in patients unable to tolerate statin therapy. It is high yield to understand the mechanism of action of the commonly used lipid-lowering agents.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	Activates antithrombin III<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits vitamin K epoxide reductase</b><br><br>Warfarin inhibits vitamin K epoxide reductase, preventing activation of vitamin K–dependent clotting factors II, VII, IX, and X. It is the anticoagulant of choice for patients with mechanical prosthetic valves to prevent valve thrombosis and systemic embolization.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 42-year-old man with newly diagnosed Burkitt lymphoma is admitted for his first cycle of chemotherapy.<br><br><b>What is the best answer/mechanism/drug?</b>	"<b></b><br><br>Xanthine oxidase inhibitors are the answer on USMLE for the drugs to use to prevent tumor lysis syndrome. Allopurinol and febuxostat are two agents that can be asked on the Step. Or they'll just ask for ""xanthine oxidase"" as the enzyme that needs to be inhibited."	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL, phosphate<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Anticholinergic delirium is a high-yield complication of combining antipsychotics with antimuscarinic drugs like benztropine. Know the classic presentation: acute confusion, hallucinations, mydriasis, dry skin, urinary retention, and mild hyperthermia.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL, uric acid<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Warfarin is the only approved oral anticoagulant for mechanical heart valves and works by inhibiting vitamin K epoxide reductase, preventing gamma-carboxylation of vitamin K–dependent clotting factors (factors II, VII, IX, and X, as well as the anticoagulant proteins C and S).	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL, and creatinine<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Heparin exerts its anticoagulant effect by binding to antithrombin III, enhancing its inhibition of thrombin and factor Xa. This mechanism provides rapid, reversible anticoagulation in conditions such as DVT, PE, and acute coronary syndromes, and is monitored by aPTT.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mg/dL.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Urge incontinence (hyperactive detrusor) is often seen in multiple sclerosis. Oxybutynin, a muscarinic receptor antagonist, is a standard treatment.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 64-year-old man with a 25-year history of poorly controlled type II diabetes mellitus presents to the outpatient clinic with a 4-month history of urinary leakage.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Bethanechol therapy</b><br><br>Bethanechol is a muscarinic receptor agonist that stimulates the detrusor muscle in the setting of neurogenic bladder causing overflow incontinence in diabetes.	pharma::general
Pharma	A 48-year-old woman comes to the clinic because she has noticed urinary leakage over the past several months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pelvic floor muscle exercises</b><br><br>Stress incontinence is best managed initially with pelvic floor muscle exercises to strengthen urethral support. Pharmacologic treatments are ineffective or inappropriate for this condition and are not first-line.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 45-year-old woman comes to the clinic due to worsening shortness of breath and chest tightness over the past several months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Add salmeterol to her current regimen</b><br><br>In adults with persistent asthma symptoms despite inhaled corticosteroid therapy, the next best step is to add a long-acting beta-agonist (LABA) such as salmeterol. This combination improves lung function, symptom control, and reduces exacerbations.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 47-year-old man is brought to the emergency department by his partner due to episodes of shaking, nausea, and vomiting over the past day.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Enhancement of the effect of postsynaptic GABA</b><br><br>Chronic alcohol use causes downregulation of GABA-A and upregulation of NMDA receptors, resulting in CNS hyperexcitability upon cessation. Alcohol withdrawal is a medical emergency that can lead to seizures, hallucinations, and delirium tremens if not treated promptly. Benzodiazepines are the mainstay of treatment because they enhance GABAergic activity and restore inhibitory tone, making them effective in seizure prevention and symptom control.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 72-year-old woman comes to the emergency department with progressive fatigue, decreased appetite, and swelling in her lower extremities over the past 10 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>NSAIDs like meloxicam can cause prerenal AKI by inhibiting prostaglandin synthesis, which leads to afferent arteriolar vasoconstriction and reduced renal perfusion. Elderly patients and those with cardiovascular risk factors are especially susceptible. The presence of a high BUN/Cr ratio, hyperkalemia, and a bland urinalysis point toward NSAID-induced hemodynamic renal injury.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	Potassium<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Anticholinergic delirium presents with flushed skin, dry mucosa, fever, mydriasis, and altered mental status, particularly in patients taking anticholinergic medications like benztropine. It must be distinguished from NMS and serotonin syndrome by the absence of rigidity, diaphoresis, or clonus.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mEq/L Which of the following medications is the most likely cause of this patient's current condition?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Hydrochlorothiazide</b><br><br>Organophosphate poisoning causes life-threatening cholinergic excess with bronchorrhea, bronchospasm, and bradycardia. Give atropine immediately to reverse muscarinic effects, then add pralidoxime early to regenerate acetylcholinesterase and treat nicotinic weakness while continuing decontamination and airway support.	pharma::pharmacology_general_principles_mechanisms_of_action
